型号,brand,index_zol,price,OLED,IP,full screen,screen_size,back_cam_num,back_cam_1,back_cam_2,back_cam_3,back_cam_4,back_cam_5,front_cam_num,front_cam_1,front_cam_2,front_cam_3,front_cam_4,front_cam_5,CPU_brand,CPU,ram,rom,5G,dpi,ppi,device_length,device_width,device_thickness,fingerprint_type,release date,releaseY,releaseM,wireless_charge,battery vol
华为nova 7 Pro（8GB/128GB/5G版/全网通）,华为手机,1319765,3699,1,,1,6.57,4,6400,800,800,200,,2,3200,800,,,,海思,海思 麒麟985,8,128,1,2340x1080像素,,160.36,73.74,7.98,屏幕指纹 ,2020/04/23,2020,04,,4000
华为P40 Pro（8GB/128GB/全网通/5G版）,华为手机,1315874,5958,1,IP68,1,6.58,3,5000,4000,1200,,,1,3200,,,,,海思,海思 麒麟 990 5G,8,128,1,2640x1200像素,441ppi,158.2,72.6,8.95,屏幕指纹 ,2020/3/26,2020,3,1,4200
华为P40（6GB/128GB/全网通/5G版）,华为手机,1291831,4188,1,IP53,1,6.1,3,5000,1600,800,,,1,3200,,,,,海思,海思 麒麟 990 5G,6,128,1,2340x1080像素,422ppi,148.9,71.06,8.5,屏幕指纹 ,2020/3/26,2020,3,,3800
华为nova 7（8GB/128GB/5G版/全网通）,华为手机,1315404,2999,1,,1,6.53,4,6400,800,800,200,,1,3200,,,,,海思,海思 麒麟985,8,128,1,2400x1080像素,,160.64,74.33,7.96,屏幕指纹 ,2020/04/23,2020,04,,4000
华为Mate40（全网通/5G版）,华为手机,1326272,,1,,1,,1,10800,,,,,,,,,,,海思,海思 麒麟9000,,128,1,2640x1200像素,,,,,屏幕指纹 ,2020/>,2020,,,
华为畅享20 Pro（6GB/128GB/全网通/5G版）,华为手机,1327459,1968,0,,1,6.5,3,4800,800,200,,,1,1600,,,,,联发科,联发科 天玑800（MT6873）,6,128,1,2400x1080像素,405ppi,160,75.32,8.35,侧面指纹,2020/06/19,2020,06,,4000
华为nova 7 SE（8GB/128GB/5G版/全网通）,华为手机,1319769,2399,0,,1,6.5,4,6400,800,200,200,,1,1600,,,,,海思,海思 麒麟820,8,128,1,2400x1080像素,,162.31,75,8.58,侧面指纹,2020/04/23,2020,04,,4000
华为Mate30 Pro（8GB/256GB/全网通/5G版/玻璃版）,华为手机,1265181,6899,1,IP68,1,6.53,3,4000,4000,800,,,1,3200,,,,,海思,海思 麒麟 990 5G,8,256,1,2400x1176像素,,158.1,73.1,8.8,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4500
华为Mate30（8GB/128GB/全网通/5G版/玻璃版）,华为手机,1238183,4499,1,IP53,1,6.62,3,4000,1600,800,,,1,2400,,,,,海思,海思 麒麟 990 5G,8,128,1,2340x1080像素,,160.8,76.1,8.4,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4200
华为P30（8GB RAM/全网通）,华为手机,1212233,2788,1,IP53,1,6.1,3,4000,1600,800,,,1,3200,,,,,海思,海思 麒麟 980,8,64,,2340x1080像素,422ppi,149.1,71.36,7.57,屏幕指纹 ,2019/04/,2019,04,,3650
华为P30 Pro（8GB/128GB/全网通）,华为手机,1223829,3888,1,IP68,1,6.47,3,4000,2000,800,,,1,3200,,,,,海思,海思 麒麟 980,8,128,,2340x1080像素,398ppi,158,73.4,8.41,屏幕指纹 ,2019/04/,2019,04,1,4200
华为P40（8GB/128GB/全网通/5G版）,华为手机,1316635,4488,1,IP53,1,6.1,3,5000,1600,800,,,1,3200,,,,,海思,海思 麒麟 990 5G,8,128,1,2340x1080像素,422ppi,148.9,71.06,8.5,屏幕指纹 ,2020/3/26,2020,3,,3800
华为nova 6 5G（8GB/128GB/全网通）,华为手机,1298290,2898,0,,1,6.57,3,4000,800,800,,,2,3200,800,,,,海思,海思 麒麟990+巴龙5000,8,128,1,2400x1080像素,,162.7,75.8,8.98,侧面指纹,2019/12/05,2019,12,,4200
华为Mate 20 Pro（6GB RAM/全网通）,华为手机,1224162,2999,1,IP68,1,6.39,3,4000,2000,800,,,1,2400,,,,,海思,海思 麒麟 980,6,128,,,538ppi,157.8,72.3,8.6,,2018/10/26,2018,10,1,4200
华为畅享20 Plus（6GB/128GB/全网通/5G版）,华为手机,1334934,2299,0,,1,6.63,3,4800,800,200,,,1,1600,,,,,联发科,联发科 MT6853 5G,6,128,1,2400x1080像素,397ppi,163.5,76.5,8.95,侧面指纹,2020/9/3,2020,9,,4200
华为P40 Pro+（8GB/512GB/全网通/5G版）,华为手机,1316633,8888,1,IP68,1,6.58,4,5000,4000,800,800,,1,3200,,,,,海思,海思 麒麟 990 5G,8,512,1,2640x1200像素,441ppi,158.2,72.6,9.0,屏幕指纹 ,2020/3/26,2020,3,1,4200
华为nova 5 Pro（8GB/128GB/全网通）,华为手机,1279521,2499,1,,1,6.39,4,4800,1600,200,200,,1,3200,,,,,海思,海思 麒麟 980,8,128,,2340x1080像素,403ppi,157.4,74.8,7.33,屏幕指纹 ,2019/6/,2019,6,,3500
华为P40 Pro（8GB/256GB/全网通/5G版）,华为手机,1316637,6488,1,IP68,1,6.58,3,5000,4000,1200,,,1,3200,,,,,海思,海思 麒麟 990 5G,8,256,1,2640x1200像素,441ppi,158.2,72.6,8.95,屏幕指纹 ,2020/3/26,2020,3,1,4200
华为麦芒9（6GB/128GB/全网通/5G版）,华为手机,1331386,2199,,,1,6.8,3,6400,800,200,,,1,1600,,,,,联发科,联发科 天玑800（MT6873）,6,128,1,2400x1080像素,386ppi,170,78.5,8.9,侧面指纹,2020/07/27,2020,07,,4300
华为P40 Pro+（8GB/256GB/全网通/5G版）,华为手机,1316634,7988,1,IP68,1,6.58,4,5000,4000,800,800,,1,3200,,,,,海思,海思 麒麟 990 5G,8,256,1,2640x1200像素,441ppi,158.2,72.6,9.0,屏幕指纹 ,2020/3/26,2020,3,1,4200
华为nova 6 SE（8GB/128GB/全网通）,华为手机,1301506,2149,0,,1,6.4,4,4800,800,200,200,,1,1600,,,,,海思,海思 麒麟810,8,128,,2310x1080像素,398ppi,159.2,76.3,8.7,侧面指纹,2019/12/05,2019,12,,4200
华为Mate30 Pro（8GB/128GB/全网通）,华为手机,1293893,5799,1,IP68,1,6.53,3,4000,4000,800,,,1,3200,,,,,海思,海思 麒麟 990,8,128,,2400x1176像素,,158.1,73.1,8.8,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4500
华为Mate30（6GB/128GB/全网通）,华为手机,1293875,3999,1,IP53,1,6.62,3,4000,1600,800,,,1,2400,,,,,海思,海思 麒麟 990,6,128,,2340x1080像素,,160.8,76.1,8.4,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4200
华为畅享10（4GB/64GB/全网通）,华为手机,1295323,1149,,,1,6.39,2,4800,200,,,,1,800,,,,,海思,海思 麒麟 710F,4,64,,,,159.81,76.13,8.13,,2019/10/18,2019,10,,4000
华为Mate 20（全网通）,华为手机,1227467,5999,0,,1,6.53,3,1200,1600,800,,,1,2400,,,,,海思,海思 麒麟 980,6,64,,2244x1080像素,381ppi,158.2,77.2,8.3,后置指纹 ,2018/10/26,2018,10,,4000
华为nova 7 Pro（8GB/256GB/5G版/全网通）,华为手机,1320708,4099,1,,1,6.57,4,6400,800,800,200,,2,3200,800,,,,海思,海思 麒麟985,8,,1,2340x1080像素,,160.36,73.74,7.98,屏幕指纹 ,2020/04/23,2020,04,,4000
华为P20（全网通）,华为手机,1175779,2458,,,1,,2,2000,1200,,,,1,2400,,,,,海思,海思 麒麟 970,6,64,,2244x1080像素,428ppi,149.1,70.8,7.65,前置指纹 ,2018/4/12,2018,4,,3400
华为畅享10 Plus（4GB/128GB/全网通）,华为手机,1290790,1399,0,,1,6.59,3,4800,800,200,,,1,1600,,,,,海思,海思 麒麟 710F,4,128,,2340x1080像素,,163.5,77.3,8.8,后置指纹 ,2019/09/05,2019,09,,4000
华为nova 7（8GB/256GB/5G版/全网通）,华为手机,1320707,3399,1,,1,6.53,4,6400,800,800,200,,1,3200,,,,,海思,海思 麒麟985,8,256,1,2400x1080像素,,160.64,74.33,7.96,屏幕指纹 ,2020/04/23,2020,04,,4000
华为P40 Pro（8GB/512GB/全网通/5G版）,华为手机,1316638,7388,1,IP68,1,6.58,3,5000,4000,1200,,,1,3200,,,,,海思,海思 麒麟 990 5G,8,512,1,2640x1200像素,441ppi,158.2,72.6,8.95,屏幕指纹 ,2020/3/26,2020,3,1,4200
华为畅享10e（4GB/64GB/全网通）,华为手机,1288918,999,,,1,6.3,2,1300,200,,,,1,800,,,,,联发科,联发科 MT6765,4,64,,,267ppi,159.07,74.06,9.04,,2020/3/1,2020,3,,5000
华为nova 5i（6GB/128GB/全网通）,华为手机,1278893,1599,0,,1,6.4,4,2400,800,200,200,,1,2400,,,,,海思,海思 麒麟 710,6,128,,2310x1080像素,398ppi,159.1,75.9,8.3,后置指纹 ,2019/6/21,2019,6,,4000
华为nova 5Z（6GB/64GB/全网通）,华为手机,1297107,1599,,,1,6.268,4,4800,800,200,200,,1,3200,,,,,海思,海思 麒麟 810,6,64,,2340x1080像素,,手机 ,"1
电池 ","1
充电器 ",后置指纹 ,2019/10/,2019,10,,4000
华为P20 Pro（6GB RAM/全网通）,华为手机,1207038,,1,IP67,1,6.1,3,4000,2000,800,,,1,2400,,,,,海思,海思 麒麟 970,6,64,,2240x1080像素,408ppi,155,73.9,7.8,前置指纹 ,2018/04/12,2018,04,,4000
华为P40（8GB/256GB/全网通/5G版）,华为手机,1316636,4988,1,IP53,1,6.1,3,5000,1600,800,,,1,3200,,,,,海思,海思 麒麟 990 5G,8,256,1,2340x1080像素,422ppi,148.9,71.06,8.5,屏幕指纹 ,2020/3/26,2020,3,,3800
华为nova 7 SE（8GB/256GB/5G版/全网通）,华为手机,1320709,2799,0,,1,6.5,4,6400,800,200,200,,1,1600,,,,,海思,海思 麒麟820,8,256,1,2400x1080像素,,162.31,75,8.58,侧面指纹,2020/04/23,2020,04,,4000
华为Mate30（8GB/256GB/全网通/5G版/素皮版）,华为手机,1293931,4999,1,IP53,1,6.62,3,4000,1600,800,,,1,2400,,,,,海思,海思 麒麟 990 5G,8,256,1,2340x1080像素,389ppi,160.8,76.1,9.2,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4200
华为nova 5（8GB/128GB全网通）,华为手机,1273758,2599,1,IP68,1,6.39,4,4800,1600,200,200,,1,3200,,,,,海思,海思 麒麟 810,8,128,,2340x1080像素,403ppi,157.4,74.8,7.33,屏幕指纹 ,2019/6/21,2019,6,,3500
华为畅享Z（6GB/64GB/全网通/5G版）,华为手机,1323973,1699,0,,1,6.5,3,4800,800,200,,,1,1600,,,,,联发科,联发科 天玑800,6,64,1,2400x1080像素,405ppi,约160,75.32,8.35,侧面指纹,2020/05/24,2020,05,,4000
华为畅享20 Pro（8GB/128GB/全网通/5G版）,华为手机,1328593,2268,0,,1,6.5,3,4800,800,200,,,1,1600,,,,,联发科,联发科 天玑800（MT6873）,8,128,1,2400x1080像素,405ppi,160,75.32,8.35,侧面指纹,2020/06/19,2020,06,,4000
华为Mate30（8GB/256GB/全网通/5G版/玻璃版）,华为手机,1293929,4999,1,IP53,1,6.62,3,4000,1600,800,,,1,2400,,,,,海思,海思 麒麟 990 5G,8,256,1,2340x1080像素,,160.8,76.1,8.4,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4200
华为Mate Xs（8GB/512GB/全网通/5G版）,华为手机,1303051,16999,1,,1,8,3,4000,1600,800,,,,,,,,,海思,海思 麒麟 990 5G,8,512,1,,413ppi,展开：161.3,146.2,"5.4mm
折叠：161.3",,￥16999￥18688,16999,18688,,4500
华为Mate30 Pro（8GB/128GB/全网通/5G版/玻璃版）,华为手机,1293901,5899,1,IP68,1,6.53,3,4000,4000,800,,,1,3200,,,,,海思,海思 麒麟 990 5G,8,128,1,2400x1176像素,,158.1,73.1,8.8,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4500
华为nova 3（全网通）,华为手机,1185512,1588,0,,1,6.3,2,1600,2400,,,,2,2400,200,,,,海思,海思 麒麟 970,6,64,,2340x1080像素,409ppi,157,73.7,7.3,后置指纹 ,2018/07/,2018,07,,3750
华为Mate 10（4GB RAM/全网通）,华为手机,1165672,,0,,0,,2,2000,1200,,,,1,800,,,,,海思,海思 麒麟 970,4,64,,,498ppi,150.5,77.8,8.2,前置指纹 ,2017/10/20,2017,10,,4000
华为nova 5i Pro（8GB/256GB/全网通）,华为手机,1284512,2399,0,,1,6.26,4,4800,800,200,200,,1,3200,,,,,海思,海思 麒麟 810,8,256,,2340x1080像素,412ppi,156.1,73.9,8.3,后置指纹 ,2019/07/26,2019,07,,4000
华为Mate 20 X（8GB/256GB/全网通/5G版）,华为手机,1274859,6199,1,IP53,1,7.2,3,4000,2000,800,,,1,2400,,,,,海思,海思 麒麟 980+ Balong 5000,8,256,1,2244x1080像素,346ppi,174.6,85.4,8.38,后置指纹 ,2019/07/26,2019,07,,4200
华为畅享10 Plus（6GB/128GB/全网通）,华为手机,1291507,1699,0,,1,6.59,3,4800,800,200,,,1,1600,,,,,海思,海思 麒麟 710F,6,128,,2340x1080像素,,163.5,77.3,8.8,后置指纹 ,2019/09/05,2019,09,,4000
华为畅享10S（6GB/64GB/全网通）,华为手机,1298295,1599,1,,1,6.3,3,4800,800,200,,,1,1600,,,,,海思,海思 麒麟 710F,6,64,,2400x1080像素,417ppi,157.4,73.2,7.75,屏幕指纹 ,2019/11/,2019,11,,4000
华为Mate 10 Pro（全网通）,华为手机,1181128,,1,IP67,1,6,2,1200,2000,,,,1,800,,,,,海思,海思 麒麟 970,6,64,,2160x1080像素,402ppi,154.2,74.5,7.9,后置指纹 ,2017/11/15,2017,11,,4000
华为畅享Z（6GB/128GB/全网通/5G版）,华为手机,1324693,1799,0,,1,6.5,3,4800,800,200,,,1,1600,,,,,联发科,联发科 天玑800,6,128,1,2400x1080像素,405ppi,约160,75.32,8.35,侧面指纹,2020/05/24,2020,05,,4000
华为Mate30（8GB/128GB/全网通）,华为手机,1293856,4299,1,IP53,1,6.62,3,4000,1600,800,,,1,2400,,,,,海思,海思 麒麟 990,8,128,,2340x1080像素,389ppi,160.8,76.1,8.4,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4200
华为畅享9 Plus（4GB RAM/全网通）,华为手机,1233875,1199,0,,1,6.5,2,1300,200,,,,2,1600,200,,,,海思,海思 麒麟 710,4,64,,2340x1080像素,396ppi,162.4,77.1,8.05,后置指纹 ,2018/10/20,2018,10,,4000
华为nova 2s（4GB RAM/全网通）,华为手机,1204363,,0,,1,6,2,2000,1600,,,,2,2000,200,,,,海思,海思 麒麟 960,4,64,,2160x1080像素,402ppi,156.9,75.1,7.5,前置指纹 ,2017/12/12,2017,12,,3340
华为nova 6（8GB/128GB/全网通）,华为手机,1303591,2799,0,,1,6.57,3,4000,800,800,,,2,3200,800,,,,海思,海思 麒麟 990,8,128,,2400x1080像素,,162.6,75.7,8.56,侧面指纹,2019/12/05,2019,12,,4100
华为Mate40 Pro（全网通/5G版）,华为手机,1337287,,1,,1,,1,10800,,,,,,,,,,,海思,海思 麒麟9000,,128,1,2640x1200像素,,,,,屏幕指纹 ,2020/>,2020,,,
华为畅享9（3GB RAM/全网通）,华为手机,1233874,749,,,1,6.26,2,1300,200,,,,1,800,,,,,高通,高通 骁龙450,3,32,,,269ppi,158.92,76.91,8.1,,2018/12/,2018,12,,4000
华为畅享Z（8GB/128GB/全网通/5G版）,华为手机,1324694,2199,0,,1,6.5,3,4800,800,200,,,1,1600,,,,,联发科,联发科 天玑800,8,128,1,2400x1080像素,405ppi,约160,75.32,8.35,侧面指纹,2020/05/24,2020,05,,4000
华为畅享20（4GB/128GB/全网通/5G版）,华为手机,1337911,1699,0,,1,6.6,3,1300,800,200,,,1,800,,,,,联发科,联发科 MT6853 5G,4,128,1,,266ppi,165.2,76,9.2,侧面指纹,2020/9/3,2020,9,,5000
华为P30（8GB/128GB/全网通）,华为手机,1315681,3588,1,IP53,1,6.1,3,4000,1600,800,,,1,3200,,,,,海思,海思 麒麟 980,8,128,,2340x1080像素,422ppi,149.1,71.36,7.57,屏幕指纹 ,2019/04/,2019,04,,3650
华为麦芒9（8GB/128GB/全网通/5G版）,华为手机,1333295,2399,,,1,6.8,3,6400,800,200,,,1,1600,,,,,联发科,联发科 天玑800（MT6873）,8,128,1,2400x1080像素,386ppi,170,78.5,8.9,侧面指纹,2020/07/27,2020,07,,4300
华为nova 6 5G（8GB/256GB/全网通）,华为手机,1303596,3049,0,,1,6.57,3,4000,800,800,,,2,3200,800,,,,海思,海思 麒麟990，巴龙5000,8,256,1,2400x1080像素,,162.7,75.8,8.98,侧面指纹,2019/12/05,2019,12,,4200
华为Mate 20 X（6GB RAM/全网通）,华为手机,1233492,3588,1,IP53,1,7.2,3,4000,2000,800,,,1,2400,,,,,海思,海思 麒麟 980,6,128,,2244x1080像素,346ppi,174.6,85.4,8.15,,2018/10/26,2018,10,,5000
华为nova 3e（全网通）,华为手机,1207608,999,,,1,,2,1600,200,,,,1,2400,,,,,海思,海思 麒麟 659,4,64,,2280x1080像素,432ppi,148.6,71.2,7.4,后置指纹 ,2018/03/,2018,03,,
华为Mate 20 Pro（8GB RAM/全网通）,华为手机,1234759,3618,1,IP68,1,6.39,3,4000,2000,800,,,1,2400,,,,,海思,海思 麒麟 980,8,128,,,538ppi,157.8,72.3,8.6,屏幕指纹 ,2018/10/26,2018,10,1,4200
华为Mate X（8GB/512GB/全网通/5G版）,华为手机,1184085,17699,1,,0,8,3,4000,1600,800,,,,,,,,,海思,海思 麒麟 980+Balong 5000,8,512,1,,,展开：161.3,146.2,"5.4mm
折叠：161.3",,2019/11/15,2019,11,,4500
华为P30 Pro（8GB/512GB/全网通）,华为手机,1291822,4899,1,IP68,1,6.47,3,4000,2000,800,,,1,3200,,,,,海思,海思 麒麟 980,8,512,,2340x1080像素,398ppi,158,73.4,8.41,屏幕指纹 ,2019/04/,2019,04,1,4200
华为nova 5 Pro（8GB/256GB/全网通）,华为手机,1279525,2899,1,,1,6.39,4,4800,1600,200,200,,1,3200,,,,,海思,海思 麒麟 980,8,256,,2340x1080像素,403ppi,157.4,74.8,7.33,屏幕指纹 ,2019/6/,2019,6,,3500
华为畅享7 Plus（TRT-AL00A/4GB RAM/全网通）,华为手机,1168883,849,0,,0,,,,,,,,1,800,,,,,高通,高通 骁龙435（MSM8940）,4,64,,,267ppi,153.6,76.4,8.35,后置指纹 ,2017/04/28,2017,04,,4000
华为nova 3i（4GB RAM/全网通）,华为手机,1222100,2699,0,,1,6.3,2,1600,200,,,,2,2400,200,,,,海思,海思 麒麟 710,4,128,,2340x1080像素,409ppi,157.6,75.2,7.6,后置指纹 ,2018/>,2018,,,3340
华为Mate30 Pro（8GB/512GB/全网通/5G版/素皮版）,华为手机,1293907,7399,1,IP68,1,6.53,3,4000,4000,800,,,1,3200,,,,,海思,海思 麒麟 990 5G,8,512,1,2400x1176像素,,158.1,73.1,9.5,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4500
华为nova 5Z（6GB/128GB/全网通）,华为手机,1309985,1799,,,1,6.268,4,4800,800,200,200,,1,3200,,,,,海思,海思 麒麟 810,6,128,,2340x1080像素,,手机 ,"1
电池 ","1
充电器 ",后置指纹 ,2019/10/,2019,10,,4000
华为畅享10（4GB/128GB/全网通）,华为手机,1297078,1299,,,1,6.39,2,4800,200,,,,1,800,,,,,海思,海思 麒麟 710F,4,128,,,,159.81,76.13,8.13,,2019/10/18,2019,10,,4000
华为Mate30 RS保时捷版（12GB/512GB/全网通/5G版）,华为手机,1292757,12999,1,IP68,1,6.53,3,4000,4000,800,,,1,3200,,,,,海思,海思 麒麟 990 5G,12,512,1,2400x1176像素,,158.1,73.1,9.3,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4500
华为畅享10（6GB/128GB/全网通）,华为手机,1327071,1499,,,1,6.39,2,4800,200,,,,1,800,,,,,海思,海思 麒麟 710F,6,128,,,,159.81,76.13,8.13,,2019/10/18,2019,10,,4000
华为畅享9S（4GB RAM/全网通）,华为手机,1263910,,,,1,6.21,3,2400,1600,200,,,1,800,,,,,海思,海思 麒麟 710,4,64,,2340x1080像素,415ppi,155.2,73.4,7.95,,2019/3/,2019,3,,3400
华为nova 2 Plus（BAC-AL00/全网通）,华为手机,1170043,,,,,,2,1200,800,,,,1,2000,,,,,海思,海思 麒麟 659,4,128,,1920x1080像素,401ppi,153.9,74.9,6.9,后置指纹 ,2017/06/,2017,06,,3340
华为nova 5i（8GB/128GB/全网通）,华为手机,1280628,1999,0,,1,6.4,4,2400,800,200,200,,1,2400,,,,,海思,海思 麒麟 710,8,128,,2310x1080像素,398ppi,159.1,75.9,8.3,后置指纹 ,2019/6/21,2019,6,,4000
华为Mate30 Pro（8GB/256GB/全网通）,华为手机,1293857,6299,1,IP68,1,6.53,3,4000,4000,800,,,1,3200,,,,,海思,海思 麒麟 990,8,256,,2400x1176像素,,158.1,73.1,8.8,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4500
华为畅享9e（全网通）,华为手机,1252483,,,,1,6.088,,,,,,,1,800,,,,,联发科,联发科 Helio P35,3,32,,,282ppi,156,74,8,,2019/03/,2019,03,,
华为P50（全网通/5G版）,华为手机,1326884,,,,1,,,,,,,,,,,,,,6GB/8GB/12GB,6GB/8GB/12GB,,64,1,,,,,,,5G手机>，4G手机>，3G手机>，智能手机>，平板手机>，拍照手机>,5,4,,
华为麦芒8（全网通）,华为手机,1277904,1499,0,,1,6.21,3,2400,200,1600,,,1,800,,,,,海思,海思 麒麟 710,6,128,,2340x1080像素,415ppi,155.2,73.4,7.95,,2019/06/,2019,06,,3400
华为畅享10S（6GB/128GB/全网通）,华为手机,1303014,1699,1,,1,6.3,3,4800,800,200,,,1,1600,,,,,海思,海思 麒麟 710F,6,128,,2400x1080像素,417ppi,157.4,73.2,7.75,屏幕指纹 ,2019/11/,2019,11,,4000
华为畅享8（3GB RAM/全网通）,华为手机,1208286,828,0,,1,,2,1300,200,,,,1,800,,,,,高通,高通 骁龙430（MSM8937）,3,32,,,269ppi,158.3,76.7,7.8,后置指纹 ,2018/03/,2018,03,,
华为P30 Pro（8GB/256GB/全网通）,华为手机,1291827,4288,1,IP68,1,6.47,3,4000,2000,800,,,1,3200,,,,,海思,海思 麒麟 980,8,256,,2340x1080像素,398ppi,158,73.4,8.41,屏幕指纹 ,2019/04/,2019,04,1,4200
华为P30（8GB/256GB/全网通）,华为手机,1315684,3788,1,IP53,1,6.1,3,4000,1600,800,,,1,3200,,,,,海思,海思 麒麟 980,8,256,,2340x1080像素,422ppi,149.1,71.36,7.57,屏幕指纹 ,2019/04/,2019,04,,3650
华为畅享8 Plus（全网通）,华为手机,1210102,999,0,,1,,2,1300,200,,,,2,1600,200,,,,海思,海思 麒麟 659,4,64,,2160x1080像素,407ppi,157.2,75.3,7.89,后置指纹 ,2018/03/,2018,03,,4000
华为畅享10 Plus（8GB/128GB/全网通）,华为手机,1291512,1899,0,,1,6.59,3,4800,800,200,,,1,1600,,,,,海思,海思 麒麟 710F,8,128,,2340x1080像素,,163.5,77.3,8.8,后置指纹 ,2019/09/05,2019,09,,4000
华为畅享8e青春版（全网通）,华为手机,1217895,529,,,1,,,,,,,,,,,,,,,,,32,,,295ppi,146.5,70.9,8.3,,2018/06/,2018,06,,
华为P30（6GB RAM/全网通）,华为手机,1264248,3688,1,IP53,1,6.1,3,4000,1600,800,,,1,3200,,,,,海思,海思 麒麟 980,6,128,,2340x1080像素,422ppi,149.1,71.36,7.57,屏幕指纹 ,2019/04/,2019,04,,3650
华为Mate40 Pro+（全网通/5G版）,华为手机,1337289,,1,,1,,1,10800,,,,,,,,,,,海思,海思 麒麟9000,,128,1,2640x1200像素,,,,,屏幕指纹 ,2020/>,2020,,,
华为Mate 20 RS保时捷版（全网通）,华为手机,1230266,7888,1,,,6.39,3,4000,2000,800,,,1,2400,,,,,海思,海思 麒麟 980,8,512,,,538ppi,157.8,72.3,9.7,,2018/11/17,2018,11,,4200
华为Mate30 Pro（8GB/512GB/全网通/5G版/玻璃版）,华为手机,1293903,7399,1,IP68,1,6.53,3,4000,4000,800,,,1,3200,,,,,海思,海思 麒麟 990 5G,8,512,1,2400x1176像素,,158.1,73.1,8.8,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4500
华为nova 5i Pro（8GB/128GB/全网通）,华为手机,1285495,1799,0,,1,6.26,4,4800,800,200,200,,1,3200,,,,,海思,海思 麒麟 810,8,128,,2340x1080像素,412ppi,156.1,73.9,8.3,后置指纹 ,2019/07/26,2019,07,,4000
华为Mate30（8GB/128GB/全网通/5G版/素皮版）,华为手机,1293878,4499,1,IP53,1,6.62,3,4000,1600,800,,,1,2400,,,,,海思,海思 麒麟 990 5G,8,128,1,2340x1080像素,389ppi,160.8,76.1,9.2,屏幕指纹 ,"国内：2019/09/26
国外：2019/09/19",2019,09,1,4200
华为麦芒6（全网通）,华为手机,1182274,,,,1,,2,1600,200,,,,2,1300,200,,,,海思,海思 麒麟 659,4,64,,2160x1080像素,409ppi,156.2,75.2,7.5,后置指纹 ,2017/09/,2017,09,,3340
华为畅享MAX（全网通）,华为手机,1234415,1199,,,,7.12,2,1600,200,,,,1,800,,,,,高通,高通 骁龙660AIE,4,64,,2244x1080像素,350ppi,177.57,86.24,8.48,后置指纹 ,2018/10/15,2018,10,,5000
华为畅享9（4GB/64GB/全网通）,华为手机,1245419,999,,,,6.26,2,1300,200,,,,1,800,,,,,高通,高通 骁龙450,4,64,,,269ppi,158.92,76.91,8.1,,2018/12/,2018,12,,4000
华为畅享10（6GB/64GB/全网通）,华为手机,1297079,1199,,,1,6.39,2,4800,200,,,,1,800,,,,,海思,海思 麒麟 710F,6,64,,,,159.81,76.13,8.13,,2019/10/18,2019,10,,4000
华为畅享10e（4GB/128GB/全网通）,华为手机,1313058,1199,,,1,6.3,2,1300,200,,,,1,800,,,,,联发科,联发科 MT6765,4,128,,,267ppi,159.07,74.06,9.04,,2020/3/1,2020,3,,5000
华为麦芒7（全网通）,华为手机,1227167,1749,0,,1,6.3,2,2000,200,,,,2,2400,200,,,,海思,海思 麒麟 710,6,64,,2340x1080像素,409ppi,158.3,75.3,7.6,,2018/09/,2018,09,,3750
华为畅享8e（全网通）,华为手机,1210103,1200,,,1,,2,1300,200,,,,1,500,,,,,高通,高通 骁龙430（MSM8937）,3,32,,,282ppi,152.4,73,7.8,后置指纹 ,2018/03/,2018,03,,
华为Mate 10（6GB RAM/全网通）,华为手机,1184692,,0,,0,,2,2000,1200,,,,1,800,,,,,海思,海思 麒麟 970,6,128,,,498ppi,150.5,77.8,8.2,前置指纹 ,2017/10/20,2017,10,,4000
华为nova 2s（6GB RAM/全网通）,华为手机,1204737,,0,,1,6,2,2000,1600,,,,2,2000,200,,,,海思,海思 麒麟 960,6,64,,2160x1080像素,402ppi,156.9,75.1,7.5,前置指纹 ,2017/12/12,2017,12,,3340
华为畅享7S（3GB RAM/全网通）,华为手机,1202894,699,,,1,,2,1300,200,,,,1,800,,,,,海思,海思 麒麟 659,3,32,,2160x1080像素,427ppi,150.1,72.05,7.45,后置指纹 ,2017/12/22,2017,12,,
华为畅享10S（8GB/128GB/全网通）,华为手机,1303016,1899,1,,1,6.3,3,4800,800,200,,,1,1600,,,,,海思,海思 麒麟 710F,8,128,,2400x1080像素,417ppi,157.4,73.2,7.75,屏幕指纹 ,2019/11/,2019,11,,4000
